frame_id,host_recv_iso,png_path,h,w,dir_l,dir_r
2181,02:05.2,C:\Users\28693\Desktop\udp\frames_png\frame_002181.png,120,188,"[5,4,3,5,4,3,4,4,5,4,3,4,4,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,4,3,5,5,4,4,5,4,3,5,5,4,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,4,4,4,4,3,4,3,3,3,3,2,3,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,3,2,1,2,1,2,1,2,1,1,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,5,5,4,4,4,5,4,5,5,4,4,5,5,5,6,5,5,6,5,5,5,6,5,5,5,6,5,5,5,5,7,6,5,5,6,5,5,4,5,5,4,5,4,3,3,3,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,3,3,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]"
2182,02:05.2,C:\Users\28693\Desktop\udp\frames_png\frame_002182.png,120,188,"[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,5,4,3,5,5,4,4,5,4,4,4,5,4,5,4,3,5,5,4,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,4,4,4,4,3,3,4,3,3,3,2,3,2,3,2,2,1,2,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,3,2,2,1,1,3,2,1,1,1,2,1,2,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5,5,6]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,5,4,5,4,5,4,5,4,5,5,5,5,4,4,5,5,6,5,5,5,5,6,5,5,5,7,6,5,6,5,5,5,6,5,5,5,5,6,5,5,4,5,5,4,5,4,3,3,2,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,3,3,5,5,5,5,5,5,4,5,5,4,5,5,5,4]"
2183,02:05.2,C:\Users\28693\Desktop\udp\frames_png\frame_002183.png,120,188,"[4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,3,5,5,4,4,5,4,4,5,4,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,4,5,5,4,5,4,5,4,5,4,5,4,4,4,4,4,4,3,3,4,3,3,3,2,3,3,2,2,2,2,2,1,2,1,2,1,2,1,1,3,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,1,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,5,6,5,6,5,5,5,6,5,6,5,5,5,6,5,5,5,6,5,5,5,6,5,5,5,4,5,5,4,4,3,3,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,3,3,5,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]"
2184,02:05.3,C:\Users\28693\Desktop\udp\frames_png\frame_002184.png,120,188,"[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,3,5,4,5,4,4,4,5,4,4,4,5,4,4,5,4,4,3,5,5,4,4,5,4,5,4,4,5,4,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,4,3,4,3,3,3,3,3,3,2,3,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,3,2,2,1,1,2,2,1,2,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,5,5,4,5,4,5,5,5,6,5,5,6,5,5,6,5,5,6,5,5,5,6,5,5,5,6,5,5,7,6,5,5,4,5,5,4,4,3,3,2,1,3,2,1,1,2,1,1,1,2,1,1,2,1,3,3,5,4,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]"
2185,02:05.3,C:\Users\28693\Desktop\udp\frames_png\frame_002185.png,120,188,"[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,3,5,5,4,4,5,4,3,5,5,4,3,5,5,4,4,5,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,5,4,4,5,4,5,4,5,4,5,4,5,4,4,5,4,4,4,4,3,4,3,4,3,3,3,3,3,3,2,3,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,3,2,2,1,1,2,2,1,1,2,1,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,5,4,5,4,5,5,4,5,5,5,4,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,6,5,5,6,5,5,6,5,5,5,5,6,5,7,6,5,5,5,6,5,5,5,4,5,5,4,4,3,3,2,1,1,1,2,1,2,1,1,1,3,2,1,1,1,1,1,1,2,1,3,3,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]"
2186,02:05.3,C:\Users\28693\Desktop\udp\frames_png\frame_002186.png,120,188,"[3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,3,5,4,5,4,4,3,5,5,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,4,5,5,4,5,4,4,5,4,5,4,5,4,5,4,4,5,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,2,3,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,3,2,1,2,1,2,1,1,2,1,2,1,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,5,4,5,4,5,4,5,5,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,7,6,5,6,5,5,6,5,5,5,6,5,5,7,6,5,5,5,6,5,5,5,4,5,5,4,4,3,3,2,1,1,1,2,1,3,2,1,1,1,2,1,1,2,1,3,3,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]"
2187,02:05.4,C:\Users\28693\Desktop\udp\frames_png\frame_002187.png,120,188,"[4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,4,5,4,4,5,4,4,4,4,5,4,5,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,3,5,4,5,4,5,4,5,4,4,5,4,4,4,4,5,4,3,4,4,3,4,3,5,5,5,4,3,3,3,3,3,2,3,2,2,3,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,5,5,4,4,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,5,5,4,5,5,4,5,5,5,6,5,5,6,5,5,6,5,5,5,6,5,7,6,5,5,5,6,5,5,7,6,5,5,4,5,5,5,4,3,3,3,2,1,3,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,3,3,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]"
2188,02:05.4,C:\Users\28693\Desktop\udp\frames_png\frame_002188.png,120,188,"[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,4,4,4,5,4,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,4,4,5,4,5,4,4,5,4,5,4,4,4,5,4,4,4,4,3,4,4,3,3,4,3,3,3,3,3,2,3,2,3,2,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,3,2,2,1,1,1,2,1,2,1,1,2,2,3,2,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,5,4,5,4,4,4,5,4,4,5,4,5,4,5,4,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,4,5,5,5,5,6,5,5,6,5,5,5,5,6,7,6,5,5,5,6,5,7,6,5,5,5,7,6,5,5,4,5,5,4,4,3,3,2,1,3,2,1,1,1,2,1,1,1,1,2,3,2,1,1,2,3,3,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5]"
2189,02:05.4,C:\Users\28693\Desktop\udp\frames_png\frame_002189.png,120,188,"[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,5,4,4,4,5,4,5,4,4,5,4,4,4,5,4,4,4,3,4,4,3,4,4,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,3,3,2,1,1,1,2,2,1,1,2,1,1,3,2,2,2,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,4,5,4,4,4,4,5,4,4,5,4,4,5,5,4,5,4,5,4,5,5,4,5,4,5,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,5,6,5,5,6,5,5,6,5,7,6,5,5,5,5,6,7,6,5,5,5,5,7,6,5,5,4,5,5,4,4,3,3,2,1,3,2,1,1,1,1,2,1,3,2,1,1,2,1,1,2,1,3,3,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]"
2190,02:05.5,C:\Users\28693\Desktop\udp\frames_png\frame_002190.png,120,188,"[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,4,4,5,4,4,4,5,4,5,4,4,5,4,3,5,4,5,4,4,5,4,4,5,4,4,4,5,4,3,4,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,2,3,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,3,2,1,2,1,1,2,1,2,1,1,2,2,3,2,1,1,2,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,4,4,4,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,4,5,5,5,5,5,5,6,7,6,5,5,6,5,5,5,5,6,7,6,5,5,7,6,5,5,5,7,6,5,5,4,5,5,5,4,3,3,3,2,1,2,1,1,1,1,3,2,1,3,2,1,1,2,1,1,2,1,1,3,3,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5]"
2191,02:05.5,C:\Users\28693\Desktop\udp\frames_png\frame_002191.png,120,188,"[4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,5,4,4,4,5,4,4,4,5,4,4,5,4,4,4,5,4,5,4,4,3,3,5,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6,1,2,2,3,3,5,5,5,6,7,7,7,6]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]"
2192,02:05.6,C:\Users\28693\Desktop\udp\frames_png\frame_002192.png,120,188,"[4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,4,4,4,3,3,5,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6,5,6,7,7,6,1,1,2,2,3,3,5,5,6]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]"
